,Title,Company,Location,Type,Salary,Contract_type,Job Description
0,Software Engineer (iOS and macOS) - Music,Peloton,"Atlanta, GA",Hybrid remote,N,NaN,"ABOUT THE ROLE
Peloton's Music team builds products and features for anything and everything related to music. We build tools for instructors, studios, and production teams to manage, select, play music, and construct workouts across all fields globally. We also provide internal music services globally.
YOUR DAILY IMPACT AT PELOTON
Collaborate with the team that builds features for the Music Platform for both iOS and MacOS
Work with our product, design, and backend teams to identify and inform the platform elements required to support client-side features
Write code that is readable, maintainable, documented, and thoroughly tested
Evaluate and communicate engineering solutions and trade-offs to teammates and other, potentially non-technical teams
YOU BRING TO PELOTON
2+ years of experience
Familiarity with SwiftUI and UIKit (AppKit and Combine, are a plus)
Understanding of the concurrency APIs available on Apple's platforms
Experience developing integrations with RESTful APIs
Experience building component based UIs
Experience writing appropriate test coverage with XCTest
Understanding of modern architecture patterns like Model-View-View Model (MVVM)
Experience with Git
Experience shipping iOS applications
Knowledgeable around performance tuning, memory optimization, monitoring, and crash analysis
Experience with crash analysis and debugging tools
Familiarity with continuous build systems
BONUS
Experience with music or audio application development
Have worked in a Test Driven Development environment before
Have experience working in an Agile environment
Have OSS Project(s) or contribute to OSS communities
BENEFITS
As an organization, one of our top priorities is to maintain the health and wellbeing for our employees and their family. To achieve this goal, we offer robust and comprehensive benefits including:
Medical, dental and vision insurance
Generous paid time off policy
Short-term and long-term disability
Access to mental health services
401k, tuition reimbursement and student loan paydown plans
Employee Stock Purchase Plan
Fertility and adoption support and up to 18 weeks of paid parental leave
Child care and family care discounts
Free access to Peloton Digital App and apparel and product discounts
Commuter benefits and Citi Bike Discount
Pet insurance and so much more!
#LI-RR1 #LI-Hybrid
ABOUT PELOTON:
Peloton is the leading interactive fitness platform globally, with a passionate community of nearly 7 million Members in the US, UK, Canada, Germany, and Australia. Peloton makes fitness entertaining, approachable, effective, and convenient, while fostering social connections that motivate its Members to commit to their fitness journeys. An innovator at the nexus of fitness, technology, and media, Peloton reinvented the fitness industry by developing a first-of-its-kind subscription platform that seamlessly combines the best equipment, proprietary networked software, world-class streaming digital fitness and wellness content, and best-in-class fitness experts and Instructors.
Peloton is an equal opportunity employer and committed to creating an inclusive environment for all of our applicants. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. If you would like to request any accommodations from application through to interview, please email: applicantaccommodations@onepeloton.com
Please be aware that fictitious job openings, consulting engagements, solicitations, or employment offers may be circulated on the Internet in an attempt to obtain privileged information, or to induce you to pay a fee for services related to recruitment or training. Peloton does NOT charge any application, processing, or training fee at any stage of the recruitment or hiring process. All genuine job openings will be posted here on our careers page and all communications from the Peloton recruiting team and/or hiring managers will be from an @onepeloton.com email address.
If you have any doubts about the authenticity of an email, letter or telephone communication purportedly from, for, or on behalf of Peloton, please email applicantaccommodations@onepeloton.com before taking any further action in relation to the correspondence.
Peloton does not accept unsolicited agency resumes. Agencies should not forward resumes to our jobs alias, Peloton employees or any other organization location. Peloton is not responsible for any agency fees related to unsolicited resumes."
1,Software Engineer - Backend (Senior),Indica Labs,"Albuquerque, NM 87114",Hybrid remote,Full-time,Full-time,"Indica Labs is looking for a highly talented and experienced developer to complement the Halo Infrastructure team who will be responsible for contributing to leading-edge digital pathology software. This position is in an exciting and emerging area of medicine that is critical in various fields, including cancer treatment research, drug trials, and development. The developers who work with Indica Labs get to directly contribute to the advancement of these medical applications while working for a company that has ranked first in ""Top Places To Work"" by the Albuquerque Journal two years in a row. Indica Labs also offers excellent benefits, including 100% paid medical insurance, flexible work style (remote, in-office, hybrid), annual bonuses, and a fully vested 401(k) matching. Indica Labs has a relaxed work culture where a healthy work-life balance is valued!

The exceptional developer hired for this position can impact how digital pathology is conducted across the world and to be of assistance to a variety of medical fields including cancer treatment research. The successful candidate needs to demonstrate a proven track record of working in a highly dynamic distributed team, and resolving complex issues in fast time with few issues using C#.

Special note to candidates: This posting includes full-time, temporary, and limited term options.
At this time, only candidates in New Mexico will be considered.

The Halo Infrastructure software development team is responsible for the following aspects of the application:
Large backend feature development.
Image viewing and analysis.
Back-end technology such as C#, GraphQL, Entity Framework, ASP.NET Core, and MySQL.
Large data set handling and manipulation.
Debugging and addressing reported software bugs.
Troubleshoot issues in complex, large-scale production deployments.
Develop highly performant applications and services.
and much more...

Minimum Qualifications:
Bachelor’s Degree in Computer Science (CS), Computer Engineering (CE), Electrical Engineering (EE), Math or related.
At least 5-8 years Software development experience.
Strong background in C#.
Experience with Full-Stack development.
Indica Labs is a Federal Contractor, so candidates within the United State should expect a requirement for full vaccination against COVID-19.
Authorization to work in the United States, or appropriate authorization to work in the applicant’s current home country (Indica Labs, Inc. does not sponsor work visas).

#IND123"
2,Java Developer with Openshift,Global Sumi Technologies Inc,"800 7 1/2 St, Wilmington, DE 19801",Onsite,"$130,000 - $140,000 ",r,"Hi,
We have urgent opening for the below role,
Please go through the JD and let me know,
Title: Java Developer with Openshift
Location: Wilmington, DE
Skills:
Angular
Micro Services
Spring Boot
Struts
JSPs
Tomcat
Open Shift
Pay: $130,000.00 - $140,000.00 per year
Work Location: One location"
3,Senior Full Stack Developer,Avery Products Corporation,"Brea, CA 92821",Hybrid remote,"$90,000 - $130,000 ",r - Full-time,"Avery Products is looking for an experience Senior Full Stack Web Developer to work with our high-performance team developing designing and developing web applications that automate and optimize Avery Production using the latest technologies. The ideal candidate would have solid knowledge of web technologies, methodologies, and best practices. Work experience with Java Scrip (ES6+), NodeJs, Angular 2+ and Typescriptis big plus.
What we offer:
Dynamic, energetic work environment with an exceptional talented workforce.
Great comprehensive benefits including Medical, Dental, Vision, Short Term & Long Term Disability, Company provided & paid life insurance
Excellent 401K Retirement Plan with generous company match.
Work Life Balance; 12 Company Paid Holidays, Paid Vacation and Paid Sick Time
Hybrid work week; 2 days in office with option to telecommute 3 days.
Responsibilities:
Design web applications based on business requirements and visual mockups
Work closely with developers to optimize and refine the user experience
Collaborate with team and business owners to define requirements
Research and propose innovative new features to existing systems and solutions to fine tune the production process.
Work with peers to continuously improve development process
Position Requirements
Bachelor's degree in Computer Science or other related field
Minimum 3 years hands on experience in developing interactive web applications.
Deep understanding of web technologies like HTML, CSS, JavaScript (ES6 or later ) and NodeJS ( or other web servers)
Experience with Angular 2+ and TypeScript is preferable.
Experience in responsive design and techniques is a plus
Experience with AWS Lambdas, DynamoDB and S3 is a big plus
Experience with Java is a plus
Experience with Microservices and Serverless Architecture is a big plus
Passion for solving complex problems
Strong communication skills
Energetic, self-starter and self motivated
Effective in a team environment
Avery Products Corporation, is a wholly owned subsidiary of CCL Industries, is one of the world’s leading manufacturers of self-adhesive labels, labeling software, binders, dividers and other products. Founded in 1935, Avery has built a solid reputation as the trusted brand and leading resource for organization and identification solutions. Combining dynamic capabilities in technology with groundbreaking ideas, Avery offers innovative products to make life easier—at work, home, school, and small business. Avery also offers free software, design templates and mobile apps. The consumer can now access the Avery experience anywhere, anytime and create customized projects that are uniquely their own.
All offers of employment are based on the successful completion of a pre-employment background check. Avery Products Corporation is an at-will employer. Employment is at will and, as such, are free to resign at any time without any reason. The company retains the right to terminate an employee’s employment at any time with or without reason or notice.
Thank you for your time and consideration of this opportunity. Please include resume when responding.
Job Type: Full-time
Salary: $90,000.00 - $130,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Flexible schedule
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Supplemental pay types:
Bonus pay
Application Question(s):
Will you now, or in the future, require sponsorship for employment visa status (e.g. H-1B visa status)?
Education:
Bachelor's (Required)
Experience:
developing interactive web application: 3 years (Required)
Work Location: Hybrid remote in Brea, CA 92821

Health insurance"
4,Senior Front End Developer,Spectrum Communications & Consulting Inc.,"Chicago, IL",Onsite,Full-time,Full-time,"Here at Spectrum, our Front End Developers create websites and software tools that generate leads for our small- to medium-sized client companies throughout North America and we are looking for bright and creative individuals to create clever and inviting sites and tools that will set our clients and our team apart from our competitors. If you are a self-motivated individual, eager to grow in a position that appreciates artistry as much as functionality and creativity, then read on to learn how Spectrum can give you the skills and environment you need to create your masterpiece.
Responsibilities
As a Front End Developer at Spectrum and ultimately our bridge between visual designers, back end developers, and all things marketing you will be:
Designing and building responsive websites in Bootstrap
Building user interfaces for a multitude of innovative SaaS and AI learning tools for Spectrum’s software tools
Designing and developing the interface of mobile applications
Creating custom solutions for our software tool platforms
Build responsive web tools and seamlessly integrate motion into our website interfaces utilizing HTML, CSS, and JavaScript
Working alongside designers, production experts, web developers, and creative professionals to develop lasting solutions for Spectrum clients
Some Characteristics That Define You
As a Front End Developer, you know that your job is much more than graphic design, web development, or creative alone. You are an artist, an engineer, and multitude of other things which make you the stellar developer that you are. As such, here are just a few traits that define our Front End Developers here at Spectrum:
Developers. Design is a unique opportunity to combine the artistry and creativity of the web with the functionality and logic of a scientist and an inventor. Our front-end developers are design engineers just as much as they are artists.
Detail-Oriented. White space and themed projects are some of our best friends in the design and development department. We love to see a site come perfectly together and we know you hate to see tiny details and bad Photoshop jobs ruin a beautiful project.
Visionaries. One of the things we love about design here at Spectrum is that it’s constantly evolving. Whether you are working on a new internal software platform or innovative new client site, we are always looking for ways to improve our products and increase your knowledge base as a developer.
Curious. As developers and digital marketers, we have the unique opportunity to create interactive and functional pieces of art. As developers, we’re not only proud of those projects but curious why some are more successful than others and seek to understand which designs work best.
Business-Savvy. Beyond the wicked front end development skills you bring to the table, we also want you to consider the business implications of our websites and software tools. From the ways our team will use them to how our clients and their customers will interact with our sites, we always want you to keep the user and the business application in mind.
Required Skills and Experience
As a Front End Developer at Spectrum, you will have the ability to hone your craft and advance your core skillset; but before we can do that, here are just a few of the skills and experience you should have coming in:
A bachelor’s degree/pursuing a bachelor's degree in design, computer science, information, or a related field
Expert level knowledge and firsthand experience with HTML and CSS
Expert level knowledge and firsthand experience with Javascript/JQuery
Expert level knowledge and firsthand experience in desktop, mobile and responsive web design
Experience/familiarity with .Net/MVC/Razor and Microsoft Azure
Ability to explain and translate your work to those under you as well as in different departments
Acute eye for detail
Benefits
Being the dynamite Front End Developer that you are, we understand that in order to get the creative juices flowing you need a good work-life-play balance. To make sure that’s possible this full-time position comes with a highly competitive salary and unparalleled benefits including:
Comprehensive medical & dental insurance
Retirement planning & company matching
Generous PTO, including sick days & holidays
A state-of-the-art office environment
Nintendo Switch in-office gaming such as FIFA, Arms, Mario Kart, and Rocket League
Year-round gym memberships
Paid continuing education
Casual dress code
Flexible scheduling
Free-Lunch-Friday
Company sponsored parties and group activities outside of the office
About Us
Our company mission can be summed up in one word—growth. At Spectrum, our top priorities revolve around growing business for our customers, growing our software, and growing our careers.
Since opening our doors in 1992, Spectrum has proudly served the small and medium-sized business owner, developing new and innovative ways to drive sales for their businesses. Today, we work with more than 1000 clients in virtually every major North American market serving as one of the nation’s top lead generation software and service providers in the home services arena. But Spectrum is so much more than just a service for lead generation and lead generation software.
Spectrum is a manifestation of our team’s ingenuity and unique skillset. The talent of our individual team members and energy as a unit has led us to create the program responsible for our overall success. This lead generation ecosystem, combining a multitude of software tools, full-service account management, and web-development processes has secured millions of leads for our clients and is a true testament to the capabilities and forward-thinking attitude of the Spectrum family.
With our headquarters in downtown Chicago, we continue to grow every day as a leader and innovator in driving client sales, and we want you to join us in doing so.
Apply for our Front End Developer position and feel your impact with Spectrum today!
INDSPCI"
5,Senior ReactJS Developer,Infosys,"Bridgewater, NJ",Onsite,N,Full-time,"Infosys is seeking a Senior ReactJS Developer. This position will interface with key stakeholders and apply your technical proficiency across different stages of the Software Development Life Cycle including Requirements Elicitation, Application Architecture definition and Design. You will play an important role in creating the high level design artifacts. You will also deliver high quality code deliverables for a module, lead validation for all types of testing and support activities related to implementation, transition and warranty. You will be part of a learning culture, where teamwork and collaboration are encouraged, excellence is rewarded, and diversity is respected and valued.
Required Qualifications:
Bachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education.
At least 4 years of Information Technology experience.
Experience with ReactJS skill.
U.S. citizens and those authorized to work in the U.S. are encouraged to apply, we are unable to sponsor at this time.
Candidate must be located in Bridgewater, NJ or be willing to relocate to the state. This position may require travel to project locations.
Preferred Qualifications:
At least 2 years of experience with Javascript, Angular JS, React JS
At least 2 years of experience with React.js, Redux, Node.js, HTML5/CSS3, JavaScript, JQuery, Node.js, AJAX, REST based APIs, git, github, SOAP, SaSS/LeSS, SQL/NoSQL, etc.
React Native, microservices, docker containerization, angular 2/4, Java, MS.Net, PHP, etc.
At least 2 years of experience in Project life cycle activities on development and maintenance projects.
At least 2 years of experience in Design and architecture review.
At least 2 years of experience in project execution in a technical role. Should have been involved in hands-on coding as well as architecture role.
At least 5 years of experience in technology consulting, enterprise and solutions architecture and architectural frameworks
Experience in defining new architectures and ability to drive an independent project from an architectural stand point
Analytical skills
Experience and desire to work in a Global delivery environment

The job entails sitting as well as working at a computer for extended periods of time. Should be able to communicate by telephone, email or face to face. Travel may be required as per the job requirements.
About Us
Infosys is a global leader in next-generation digital services and consulting. We enable clients in 50 countries to navigate their digital transformation.
With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.
To learn more about Infosys and see our ideas in action please visit us at www.Infosys.com
Infosys is an equal opportunity employer and all qualified applicants will receive consideration without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, spouse of protected veteran, or disability."
6,Mid level Software Developer,Future Technologies Inc.,"12600 Fair Lakes Cir, Fairfax, VA 22033",Onsite,Full-time,Full-time,"Overview:
Future Technologies is seeking a Software or Application Developer

Location: Fairfax, VA (hybrid)

Clearance: Must be able to obtain and maintain a secret clearance
Responsibilities:
This position is for a Lead Software or Application Developer. This developer would be responsible for development and maintenance of based web applications and services. Responsibilities could include all aspects of the software development life cycle including requirements analysis, design, development, testing, integration, and deployment. This position is in a team environment and involves collaboration with and supporting other team members.

Some of the duties include:

Develop Web Services, Web API and REST API
Maintain Windows application using Visual Studio 2017/2019 with C#, Entity Framework, LINQ, DevExpress and Infragistics
Qualifications:
Required:

Must have 3 to 5 years experience with C#
Must have experience with front and back-end web development
Must have a Security + certification

Desired:

Confluence
GitLab
JIRA
AWS Cloud Migration Experience

#INDFT"
7,Engineer - Automation Controls,"Petrotech, Inc.","Petrotech, Inc. in New Orleans, LA 70123",Onsite,"$70,000 - $125,642 ",r - Full-time,"Position Summary: Under the supervision of Project Lead, the Automation Controls Engineer is responsible for the complete design and implementation of industrial automation projects in accordance with customer specifications and industry requirements. This position is responsible for the technical execution of assigned projects and will assist with development of project schedules, budgets, and timelines.
Essential Duties and Responsibilities:
· Development of all elements of an industrial automation system, such as: I/O list, Cause & Effect Diagrams, control panel design, network architecture, electrical schematics, mechanical design & calculations, etc. as required by the project scope.
· Configuration, programming and testing of the PLC/HMI/Data Acquisition applications as necessary to safely operate the system.
· Selection and procurement of materials for the control system, including panel components, field instrumentation and electrical equipment. Review Vendor data to ensure specifications and project requirements are met.
· Preparation of project documentation including Factory and Site Acceptance Test Protocols, Operations Manuals, and Functional Design Specifications.
· Perform tests to demonstrate to customer hardware and software compliance to control system drawings/specifications.
· Development and Implementation of customer training programs.
· Interface effectively with other engineering functions, project management, procurement, sales/proposals, panel shop and field personnel.
· Participate in project meetings and represent Petrotech in technical discussions with customers and vendors.
· Loop checks and startup assistance in accordance with Health, Safety, Environmental and Quality systems.
Job Qualifications:
· BS Degree in engineering or a technical field with 3 years of automation experience; or 5 years hands on in Industrial automation design and commissioning.
· Experience in automation systems networking, HMI and data acquisition is a significant plus.
· Some rotating machinery experience preferred.
Working Conditions:
· Location: Houston or New Orleans.
· Typical office environment with some travel for commissioning or testing at industrial work sites, such as gas pipeline or processing stations, power plants or refineries.
· Up to 15% travel is expected.
Job Type: Full-time
Pay: $70,000.00 - $125,642.41 per year
Benefits:
401(k) matching
Dental insurance
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Professional development assistance
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Work Location: In person

Health insurance"
8,Software Developer,Wiverse,Remote,Onsite,"$150,000 - $170,000 ",r - Full-time,"We are currently seeking a Full-Stack Software Developer to join our industry-leading team. We are a rapidly growing entrepreneurial company with massive upside opportunities. The ideal candidate should be able to work independently and as part of a team to deliver high-quality products.
ESSENTIAL DUTIES AND RESPONSIBILITIES
Node.js: The ideal candidate should have in-depth knowledge and hands-on experience with Node.js. They should be familiar with the Express framework, its packages, APIs, and releases. They should also be well-versed with NPM and NVM.
Production Released Work tools: The candidate should have experience with various programming languages such as GoLang, Python, and Bash/Shell Scripting. They should have a good understanding of GRPC (Go/Javascript), ProtoBuf, Electron, and be familiar with various databases such as MongoDB, Firebase, ArangoDB, and Redis. They should also have experience with cloud services like AWS and Digital Ocean and be familiar with HAProxy and Nats. The ideal candidate should also have experience developing iOS/Mobile Applications and Android Applications.
Graphic Skills: The ideal candidate should have experience with graphic design tools such as Sketch (Mac), Photoshop, Illustrator, and SVG.• Production Used Web Frameworks: The ideal candidate should have experience with front-end frameworks such as React, Angular, Svelte, and Vue.js.
Desired Additional Skills: The candidate should have experience with infrastructure as code tools like Terraform and Ansible. They should also have experience with programming languages like Elixir/Phoenix, Swift, Dart, and Balerina, and Java.
Operating System Requirements: The ideal candidate should have at least 5 years of experience developing on a Mac.
Development Production Tools: The ideal candidate should be proficient in using Jet Brains tools such as Webstorm, GoLand, and PyCharm. They should also have moderate experience using VS Code and Git.Ensure enforcement of information security best practices to maintain network integrity.
REQUIRED QUALIFICATIONS
Bachelor’s Degree required from accredited university; Computer Science or Computer Information Systems preferred.
Minimum of five (5) years’ experience in managing/ administering complex Cisco networks
Minimum of three (3) years hands on lab experience trialing networking components, features, and systems.
Preferred tools/languages (currently in use):Node.jso
Typescript
Javascript
Kubernetes
Docker
Helm
CSS
HTML
GoLang
Python
Bash/Shell Scripting
GRPC (Go/Javascript)
ProtoBuf
Electron
MongoDB
Firebase
AWS
Digital Ocean
HAProxy
ArangoDB
Redis
iOS/Mobile Applications
Android Applications
Sketch (Mac)
Photoshop
Illustrator
SVC
React
Angular
Svelte
Vue.js
Terraform
Ansible
Elixir/Phoenix
Swift
Dart
Balerina
Nats
Java
Thrives on new technical challenges and seeks to find new ways to solve problems in the marketplace.• Self-starter that can manage and prioritize day to day activities and plan to address long-term needs.
Linux, VMware, Kubernetes, Docker, Python, Ansible, Splunk experience preferred.
Job Type: Full-time
Pay: $150,000.00 - $170,000.00 per year
Schedule:
8 hour shift
Experience:
Node: 1 year (Preferred)
Java: 1 year (Preferred)
Work Location: Remote"
9,Full Stack Developer,The Josef Group Inc.,"Herndon, VA",Onsite,"$180,000 - $240,000 ",r - Full-time,"Full Stack Developer
TS/SCI and Poly is Required
Herndon, Reston, Chantilly & Tysons, VA
The Full Stack Software Developer works with the Lead Engineer and participates in development efforts to deliver a completed software solution. Developers help with design and then implements all levels of the solution: data layer, application code, user interface. Working with Lead Engineer on Design and coding and delivering APIs and integrations with other software systems and databases.
Developers will have experience in the following:
Delivering the design and development of software applications.
Programming/coding from the data layer through the application layer, through the user interface.
Decomposing functional requirements into technical specifications and tasks.
Software development and maintenance tools and languages such as Java, C#/.NET, SQL, JavaScript libraries, HTML, etc.
Database and data management and analytics technologies, such as SQL, XML, Python, R, etc.
Developing and maintaining unit test scripts.
Developing APIs and web services for integration between systems and data sets.
Agile / Scrum software development lifecycle.
Benefits:
8% Gifted 401K (no match required)
6 Weeks of PTO
Paid Training
Tuition Reimbursements
Fully Covered Healthcare (for you and dependents)"
